INCIDENT_NUMBER,UCR_CATEGORY,TYPE_OF_FIREARM,FIREARM_MANUFACTURER,FIREARM_MODEL,FIREARM_CALIBER,RECOVERY_DATE,RECOVERY_BLOCK_ADDRESS,CITY,state,RECOVERY_ZIPCODE,PERSON_RECOVERED_FROM_RACE,PERSON_RECOVERED_FROM_SEX,PERSON_RECOVERED_FROM_AGE,X15,X16,age_group,shooting_yearmon,shooting_year,year
80-16-093896,WPNS LAW VIOLATION,"SHOTGUN, PUMP ACTION",NEW ENGLAND FIREARMS,NA,410G,2016-11-02,3900 BLOCK WOODRUFF AVE,LOUISVILLE,KY,40215,WHITE,M,50,NA,NA,"(40,50]",Nov 2016,2016,2016
80-16-093896,WPNS LAW VIOLATION,"SHOTGUN, PUMP ACTION",NEW ENGLAND FIREARMS,NA,410G,2016-11-02,3900 BLOCK WOODRUFF AVE,LOUISVILLE,KY,40215,WHITE,M,50,NA,NA,"(40,50]",Nov 2016,2016,2016
80-14-028596,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNATIONAL,MODEL PT-58,380C,2014-04-23,GOOSE CREEK RD / WESTPORT RD,ROLLING_HILLS,KY,40241,BLACK,M,24,NA,NA,"(20,30]",Apr 2014,2014,2014
80-13-057060,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",NA,NA,40C,2013-08-01,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,18,NA,NA,"(10,20]",Aug 2013,2013,2013
80-13-057060,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",NA,NA,40C,2013-08-01,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,18,NA,NA,"(10,20]",Aug 2013,2013,2013
80-13-057060,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",NA,NA,40C,2013-08-01,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,18,NA,NA,"(10,20]",Aug 2013,2013,2013
80-13-011106,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC","KELTEC, CNC INDUSTRIES, INC",NA,9MM,2013-02-14,1000 BLOCK S HANCOCK ST,LOUISVILLE,KY,40203,BLACK,M,17,NA,NA,"(10,20]",Feb 2013,2013,2013
80-15-104428,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC",RUGER,SR22,22C,2015-12-23,1800 BLOCK W KENTUCKY ST,LOUISVILLE,KY,40210,BLACK,M,16,NA,NA,"(10,20]",Dec 2015,2015,2015
80-12-026768,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",BRYCO ARMS,JENNINGS NINE,9MM,2012-04-06,6600 BLOCK BEECHBROOK CT,LOUISVILLE,KY,40218,BLACK,M,30,NA,NA,"(20,30]",Apr 2012,2012,2012
80-13-016160,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC","KELTEC, CNC INDUSTRIES, INC",P-3AT,380C,2013-03-07,MUD LN / SMITH LN,LOUISVILLE,KY,40229,WHITE,M,28,NA,NA,"(20,30]",Mar 2013,2013,2013
80-16-001784,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,PT738,380C,2016-01-04,GRADE LN / PRESTON HWY,LOUISVILLE,KY,40213,WHITE,F,44,NA,NA,"(40,50]",Jan 2016,2016,2016
80-16-001784,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,PT738,380C,2016-01-04,GRADE LN / PRESTON HWY,LOUISVILLE,KY,40213,WHITE,F,44,NA,NA,"(40,50]",Jan 2016,2016,2016
80-13-018034,ROBBERY,"PISTOL, REVOLVER",RG INDUSTRIES,RG (WITH NUMBER,22C,2013-03-23,3400 BLOCK BOHNE AVE,LOUISVILLE,KY,40211,BLACK,M,NULL,NA,NA,NA,Mar 2013,2013,2013
80-13-018034,ROBBERY,"PISTOL, REVOLVER",RG INDUSTRIES,RG (WITH NUMBER,22C,2013-03-23,3400 BLOCK BOHNE AVE,LOUISVILLE,KY,40211,BLACK,M,NULL,NA,NA,NA,Mar 2013,2013,2013
80-14-068818,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",NA,BP9CC,9MM,2014-09-10,BARDSTOWN RD / DOUGLASS BLVD,LOUISVILLE,KY,40205,WHITE,M,45,NA,NA,"(40,50]",Sep 2014,2014,2014
80-16-048513,WPNS LAW VIOLATION,NULL,HIPOINT,9,NA,2016-06-08,OLEANDA AVE / SOUTHGATE AVE,LOUISVILLE,KY,40215,BLACK,M,18,NA,NA,"(10,20]",Jun 2016,2016,2016
80-16-048513,WPNS LAW VIOLATION,NULL,TAURUS INTERNATIONAL,TAURUS,NA,2016-06-08,OLEANDA AVE / SOUTHGATE AVE,LOUISVILLE,KY,40215,BLACK,M,18,NA,NA,"(10,20]",Jun 2016,2016,2016
80-14-052966,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",RUGER,SR45,45C,2014-07-17,TIVERTON CT / TIVERTON WAY,ROLLING_HILLS,KY,40242,BLACK,F,21,NA,NA,"(20,30]",Jul 2014,2014,2014
80-16-002893,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",JIMENEZ ARMS,NA,9MM,2016-01-08,2000 BLOCK TERRIL LN,LOUISVILLE,KY,40218,BLACK,M,22,NA,NA,"(20,30]",Jan 2016,2016,2016
80-14-023698,NARCOTICS,"PISTOL, SEMI-AUTOMATIC","FNH USA, LLC",NA,40C,2014-04-05,PHILLIPS LN / PRESTON HWY,LOUISVILLE,KY,40213,BLACK,M,22,NA,NA,"(20,30]",Apr 2014,2014,2014
80-14-083005,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNATIONAL,PT740,40C,2014-10-27,ILEX AVE / E INDIAN TRL,LOUISVILLE,KY,40213,BLACK,M,20,NA,NA,"(10,20]",Oct 2014,2014,2014
80-16-047031,WPNS LAW VIOLATION,"PISTOL, REVOLVER",ROSSI - AMADEO ROSSI & CO,NA,38C,2016-06-03,3500 BLOCK TAYLOR BLVD,LOUISVILLE,KY,40215,BLACK,M,21,NA,NA,"(20,30]",Jun 2016,2016,2016
80-14-084727,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",RAVEN ARMS,P-25,25C,2014-11-02,3800 BLOCK FRANKFORT AVE,LOUISVILLE,KY,40207,BLACK,M,21,NA,NA,"(20,30]",Nov 2014,2014,2014
80-10-072701,WPNS LAW VIOLATION,"PISTOL, REVOLVER",SMITH & WESSON,CHIEF SPECIAL,38C,2010-09-16,BLUE LICK RD / BRITT LN,LOUISVILLE,KY,40219,BLACK,M,21,NA,NA,"(20,30]",Sep 2010,2010,2010
80-13-052759,NARCOTICS,"PISTOL, REVOLVER",COLT,NA,357C,2013-07-16,6800 BLOCK DIXIE HWY,LOUISVILLE,KY,40258,WHITE,M,18,NA,NA,"(10,20]",Jul 2013,2013,2013
80-14-099930,ROBBERY,NULL,NA,NA,NA,2015-02-27,1400 BLOCK LA FONTENAY CT,LOUISVILLE,KY,40223,WHITE,M,NULL,NA,NA,NA,Feb 2015,2015,2015
80-16-031279,WPNS LAW VIOLATION,NULL,NA,NA,NA,2016-04-28,S 39TH ST / W BROADWAY,LOUISVILLE,KY,40211,BLACK,M,16,NA,NA,"(10,20]",Apr 2016,2016,2016
80-16-031279,WPNS LAW VIOLATION,NULL,NA,NA,NA,2016-04-28,S 39TH ST / W BROADWAY,LOUISVILLE,KY,40211,BLACK,M,16,NA,NA,"(10,20]",Apr 2016,2016,2016
80-16-087063,HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40272,NULL,NULL,NULL,NA,NA,NA,NA,NA,2016
80-15-005810,COUNTERFEITING,"PISTOL, SEMI-AUTOMATIC",HIPOINT,CF-380,380C,2015-01-23,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,52,NA,NA,"(50,60]",Jan 2015,2015,2015
80-10-049842,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC","KELTEC, CNC IND",NA,380C,2010-07-01,FERN VALLEY RD / POPLAR LEVEL RD,LOUISVILLE,KY,40228,BLACK,F,35,NA,NA,"(30,40]",Jul 2010,2010,2010
80-15-008347,WPNS LAW VIOLATION,"PISTOL, REVOLVER",RUGER,NA,357C,2015-02-01,2700 BLOCK S 6TH ST,LOUISVILLE,KY,40208,BLACK,M,16,NA,NA,"(10,20]",Feb 2015,2015,2015
80-15-008861,NARCOTICS,"RIFLE, SEMI-AUTOMATIC",RUGER,22-Oct,22C,2015-02-03,15400 BLOCK TIMMONS WAY,LOUISVILLE,KY,40245,WHITE,F,34,NA,NA,"(30,40]",Feb 2015,2015,2015
80-14-036279,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",RUGER,NA,4570,2014-05-21,1300 BLOCK DIXIE HWY,LOUISVILLE,KY,40210,BLACK,M,32,NA,NA,"(30,40]",May 2014,2014,2014
80-16-031321,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",SIG-SAUER,NA,9MM,2016-04-14,CECIL AVE / WINNROSE WAY,LOUISVILLE,KY,40211,WHITE,M,25,NA,NA,"(20,30]",Apr 2016,2016,2016
80-16-057657,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",PHOENIX ARMS CO.,HP22A,22C,2016-07-07,1000 BLOCK SEELBACH AVE,LOUISVILLE,KY,40215,BLACK,M,23,NA,NA,"(20,30]",Jul 2016,2016,2016
80-15-059404,COUNTERFEITING,"PISTOL, SEMI-AUTOMATIC",RUGER,HANDGUNS: P SER,9MM,2015-07-31,5300 BLOCK MILDENHALL WAY,LOUISVILLE,KY,40213,BLACK,M,32,NA,NA,"(30,40]",Jul 2015,2015,2015
80-16-064835,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",STOEGER,NA,40C,2016-07-31,2500 BLOCK W BROADWAY,LOUISVILLE,KY,40211,BLACK,M,22,NA,NA,"(20,30]",Jul 2016,2016,2016
80-11-079830,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",NA,NA,9MM,2011-10-04,6900 BLOCK BROOKLAWN DR,LOUISVILLE,KY,40214,WHITE,M,55,NA,NA,"(50,60]",Oct 2011,2011,2011
80-16-085751,WPNS LAW VIOLATION,"PISTOL, REVOLVER",UNKNOWN MANUFACTURER,NA,3220,2016-10-06,S 12TH ST / CEDAR CT,LOUISVILLE,KY,40203,BLACK,M,23,NA,NA,"(20,30]",Oct 2016,2016,2016
80-12-032467,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",RUGER,NA,9MM,2012-04-26,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,20,NA,NA,"(10,20]",Apr 2012,2012,2012
80-16-091501,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",RUGER,NA,9MM,2016-10-25,NEWBURG RD AT I264,LOUISVILLE,KY,40218,BLACK,M,21,NA,NA,"(20,30]",Oct 2016,2016,2016
80-11-073032,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,SW99,9MM,2011-09-11,S 22ND ST / DUMESNIL ST,LOUISVILLE,KY,40210,BLACK,M,19,NA,NA,"(10,20]",Sep 2011,2011,2011
80-13-039458,ROBBERY,"PISTOL, SEMI-AUTOMATIC","SPRINGFIELD ARMORY,GENESEO,IL",PISTOL: MODEL X,9MM,2013-05-31,6800 BLOCK BARBROOK RD,LOUISVILLE,KY,40258,BLACK,M,NULL,NA,NA,NA,May 2013,2013,2013
80-13-039458,ROBBERY,"PISTOL, SEMI-AUTOMATIC","SPRINGFIELD ARMORY,GENESEO,IL",PISTOL: MODEL X,9MM,2013-05-31,6800 BLOCK BARBROOK RD,LOUISVILLE,KY,40258,BLACK,M,NULL,NA,NA,NA,May 2013,2013,2013
80-13-039458,ROBBERY,"PISTOL, SEMI-AUTOMATIC","SPRINGFIELD ARMORY,GENESEO,IL",PISTOL: MODEL X,9MM,2013-05-31,6800 BLOCK BARBROOK RD,LOUISVILLE,KY,40258,BLACK,M,NULL,NA,NA,NA,May 2013,2013,2013
80-10-089449,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",NA,NA,9MM,2010-11-10,2900 BLOCK GREENWOOD AVE,LOUISVILLE,KY,40211,BLACK,M,18,NA,NA,"(10,20]",Nov 2010,2010,2010
80-13-055993,THEFT OTHER,"PISTOL, SEMI-AUTOMATIC",SIG-SAUER,PISTOL: 226 SER,40C,2014-01-11,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,18,NA,NA,"(10,20]",Jan 2014,2014,2014
80-16-022121,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNATIONAL,MODEL PT111,9MM,2016-03-16,BARDSTOWN RD,LOUISVILLE,KY,40205,BLACK,M,38,NA,NA,"(30,40]",Mar 2016,2016,2016
80-12-024381,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,NA,9MM,2012-03-29,2700 BLOCK W MADISON ST,LOUISVILLE,KY,40211,BLACK,M,30,NA,NA,"(20,30]",Mar 2012,2012,2012
80-12-048714,NARCOTICS,"SHOTGUN, SINGLE-SHOT",NA,NA,20GA,2012-06-19,MERCER AVE / POPLAR LEVEL RD,LOUISVILLE,KY,40213,WHITE,M,19,NA,NA,"(10,20]",Jun 2012,2012,2012
80-15-062513,NARCOTICS,"PISTOL, REVOLVER",SMITH & WESSON,REVOLER: MODEL,357C,2015-08-10,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,18,NA,NA,"(10,20]",Aug 2015,2015,2015
80-13-051041,NARCOTICS,"PISTOL, DERRINGER",BOND ARMS INC,TEXAS DEFENDER,4570,2013-07-11,6600 BLOCK ASHBY LN,LOUISVILLE,KY,40272,WHITE,M,67,NA,NA,"(60,70]",Jul 2013,2013,2013
80-13-051041,NARCOTICS,"PISTOL, DERRINGER",BOND ARMS INC,TEXAS DEFENDER,4570,2013-07-11,6600 BLOCK ASHBY LN,LOUISVILLE,KY,40272,WHITE,M,67,NA,NA,"(60,70]",Jul 2013,2013,2013
80-13-051041,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",RUGER,HANDGUNS: MARK,22C,2013-07-11,6600 BLOCK ASHBY LN,LOUISVILLE,KY,40272,WHITE,M,67,NA,NA,"(60,70]",Jul 2013,2013,2013
80-13-051041,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",RUGER,HANDGUNS: MARK,22C,2013-07-11,6600 BLOCK ASHBY LN,LOUISVILLE,KY,40272,WHITE,M,67,NA,NA,"(60,70]",Jul 2013,2013,2013
80-13-051041,NARCOTICS,"SHOTGUN, SINGLE-SHOT","REMINGTON ARMS CO., INC.",SHOTGUN: MODEL,12GA,2013-07-11,6600 BLOCK ASHBY LN,LOUISVILLE,KY,40272,WHITE,M,67,NA,NA,"(60,70]",Jul 2013,2013,2013
80-13-051041,NARCOTICS,"SHOTGUN, SINGLE-SHOT","REMINGTON ARMS CO., INC.",SHOTGUN: MODEL,12GA,2013-07-11,6600 BLOCK ASHBY LN,LOUISVILLE,KY,40272,WHITE,M,67,NA,NA,"(60,70]",Jul 2013,2013,2013
80-13-051041,NARCOTICS,"SHOTGUN, PUMP ACTION",WINCHESTER,SHOTGUNS: MODEL,410G,2013-07-11,6600 BLOCK ASHBY LN,LOUISVILLE,KY,40272,WHITE,M,67,NA,NA,"(60,70]",Jul 2013,2013,2013
80-13-051041,NARCOTICS,"SHOTGUN, PUMP ACTION",WINCHESTER,SHOTGUNS: MODEL,410G,2013-07-11,6600 BLOCK ASHBY LN,LOUISVILLE,KY,40272,WHITE,M,67,NA,NA,"(60,70]",Jul 2013,2013,2013
80-13-052721,NARCOTICS,"PISTOL, REVOLVER",RUGER,NA,22C,2013-07-16,10700 BLOCK JEFFERSON HILL RD,LOUISVILLE,KY,40118,WHITE,M,37,NA,NA,"(30,40]",Jul 2013,2013,2013
80-13-052721,NARCOTICS,"PISTOL, REVOLVER",RUGER,NA,22C,2013-07-16,10700 BLOCK JEFFERSON HILL RD,LOUISVILLE,KY,40118,WHITE,M,37,NA,NA,"(30,40]",Jul 2013,2013,2013
80-13-052721,NARCOTICS,"PISTOL, REVOLVER",RUGER,NA,22C,2013-07-16,10700 BLOCK JEFFERSON HILL RD,LOUISVILLE,KY,40118,WHITE,M,37,NA,NA,"(30,40]",Jul 2013,2013,2013
80-14-030234,AGGRAVATED ASSAULT,"SHOTGUN, PUMP ACTION",NA,NA,12GA,2014-04-29,700 BLOCK S 45TH ST,LOUISVILLE,KY,40211,BLACK,M,56,NA,NA,"(50,60]",Apr 2014,2014,2014
80-14-030234,AGGRAVATED ASSAULT,"SHOTGUN, PUMP ACTION",NA,NA,12GA,2014-04-29,700 BLOCK S 45TH ST,LOUISVILLE,KY,40211,BLACK,M,56,NA,NA,"(50,60]",Apr 2014,2014,2014
80-14-030234,AGGRAVATED ASSAULT,"SHOTGUN, PUMP ACTION",NA,NA,12GA,2014-04-29,700 BLOCK S 45TH ST,LOUISVILLE,KY,40211,BLACK,M,56,NA,NA,"(50,60]",Apr 2014,2014,2014
80-12-036419,SIMPLE ASSAULT,"PISTOL, SEMI-AUTOMATIC","KELTEC, CNC INDUSTRIES, INC",P-3AT,380C,2012-05-08,E BROADWAY / S JACKSON ST,LOUISVILLE,KY,40202,BLACK,M,18,NA,NA,"(10,20]",May 2012,2012,2012
80-12-000787,NARCOTICS,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 21/21C (4,45C,2012-01-04,2300 BLOCK PORTLAND AVE,LOUISVILLE,KY,40212,WHITE,M,31,NA,NA,"(30,40]",Jan 2012,2012,2012
80-15-055326,BURGLARY,"RIFLE, BOLT ACTION",MARLIN FIREARMS CO.,80-DL,22C,2015-07-17,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,WHITE,M,17,NA,NA,"(10,20]",Jul 2015,2015,2015
80-14-058865,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",PARA ORDNANCE,P SERIES,45C,2014-08-06,8300 BLOCK NATIONAL TPKE,LOUISVILLE,KY,40214,HISPANIC,M,29,NA,NA,"(20,30]",Aug 2014,2014,2014
80-13-053765,WPNS LAW VIOLATION,"SHOTGUN, SINGLE-SHOT",NA,NA,222C,2013-07-20,1000 BLOCK CEDAR CT,LOUISVILLE,KY,40203,NULL,NA,NULL,NA,NA,NA,Jul 2013,2013,2013
80-13-063306,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",LORCIN ENGINEER,L-380,380C,2013-08-22,1000 BLOCK W WHITNEY AVE,LOUISVILLE,KY,40215,WHITE,F,50,NA,NA,"(40,50]",Aug 2013,2013,2013
80-15-043775,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",UNKNOWN MANUFAC,UNKNOWN,22C,2015-06-08,400 BLOCK S 20TH ST,LOUISVILLE,KY,40203,BLACK,M,18,NA,NA,"(10,20]",Jun 2015,2015,2015
80-15-043775,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",UNKNOWN MANUFAC,UNKNOWN,22C,2015-06-08,400 BLOCK S 20TH ST,LOUISVILLE,KY,40203,BLACK,M,18,NA,NA,"(10,20]",Jun 2015,2015,2015
80-15-040908,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 23/23C (4,40C,2015-05-30,1500 BLOCK FRANKFORT AVE,LOUISVILLE,KY,40206,WHITE,M,38,NA,NA,"(30,40]",May 2015,2015,2015
80-13-096921,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",RAVEN ARMS,P-25,25C,2013-12-19,2300 BLOCK NORTHWESTERN PKY,LOUISVILLE,KY,40212,WHITE,M,18,NA,NA,"(10,20]",Dec 2013,2013,2013
80-15-059006,INTIMIDATION,"PISTOL, REVOLVER",UNKNOWN MANUFAC,NA,44C,2015-07-30,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,WHITE,M,45,NA,NA,"(40,50]",Jul 2015,2015,2015
80-15-018920,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 23/23C (4,40C,2015-03-16,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,23,NA,NA,"(20,30]",Mar 2015,2015,2015
80-16-065899,BURGLARY,"PISTOL, SEMI-AUTOMATIC",RAVEN ARMS,MP-25,25C,2016-08-05,8000 BLOCK WOODFERN WAY,LOUISVILLE,KY,40291,WHITE,M,18,NA,NA,"(10,20]",Aug 2016,2016,2016
80-16-065899,BURGLARY,"PISTOL, SEMI-AUTOMATIC",RAVEN ARMS,MP-25,25C,2016-08-05,8000 BLOCK WOODFERN WAY,LOUISVILLE,KY,40291,WHITE,M,18,NA,NA,"(10,20]",Aug 2016,2016,2016
80-16-065899,BURGLARY,"PISTOL, SEMI-AUTOMATIC",RAVEN ARMS,MP-25,25C,2016-08-05,8000 BLOCK WOODFERN WAY,LOUISVILLE,KY,40291,WHITE,M,18,NA,NA,"(10,20]",Aug 2016,2016,2016
80-16-065899,BURGLARY,"PISTOL, SEMI-AUTOMATIC",RAVEN ARMS,MP-25,25C,2016-08-05,8000 BLOCK WOODFERN WAY,LOUISVILLE,KY,40291,WHITE,M,18,NA,NA,"(10,20]",Aug 2016,2016,2016
80-15-059006,INTIMIDATION,"PISTOL, REVOLVER",UNKNOWN MANUFAC,NA,44C,2015-07-30,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,WHITE,M,45,NA,NA,"(40,50]",Jul 2015,2015,2015
80-16-042247,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNATIONAL,MILLENNIUM G2,9MM,2016-05-18,S 11TH ST / W BROADWAY,LOUISVILLE,KY,40203,WHITE,M,52,NA,NA,"(50,60]",May 2016,2016,2016
80-14-023410,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",HIPOINT,C9,9MM,2014-04-04,2800 BLOCK W BROADWAY,LOUISVILLE,KY,40211,BLACK,M,34,NA,NA,"(30,40]",Apr 2014,2014,2014
80-14-074997,AGGRAVATED ASSAULT,"PISTOL, REVOLVER",CLERKE/CLERKE T,NA,22C,2014-09-30,9100 BLOCK FERN CREEK RD,LOUISVILLE,KY,40291,BLACK,M,16,NA,NA,"(10,20]",Sep 2014,2014,2014
80-16-079445,WPNS LAW VIOLATION,NULL,HIPOINT,JC-40 SERIES,NA,2016-09-16,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,F,21,NA,NA,"(20,30]",Sep 2016,2016,2016
80-14-064569,NARCOTICS,NULL,NA,NA,NA,2014-08-26,1700 BLOCK WEST CREEK WAY,LYNDON,KY,40242,WHITE,M,28,NA,NA,"(20,30]",Aug 2014,2014,2014
80-14-064569,NARCOTICS,NULL,NA,NA,NA,2014-08-26,1700 BLOCK WEST CREEK WAY,LYNDON,KY,40242,WHITE,M,28,NA,NA,"(20,30]",Aug 2014,2014,2014
80-15-003510,AGGRAVATED ASSAULT,"RIFLE, BOLT ACTION",NA,NA,NA,2015-01-15,7100 BLOCK FEYHURST DR,LOUISVILLE,KY,40258,WHITE,M,55,NA,NA,"(50,60]",Jan 2015,2015,2015
80-16-037379,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC",HIPOINT,NA,9MM,2016-05-03,W BROADWAY / CECIL AVE,LOUISVILLE,KY,40211,BLACK,M,18,NA,NA,"(10,20]",May 2016,2016,2016
80-11-028617,WPNS LAW VIOLATION,"PISTOL, REVOLVER",ROHM,RG 40,38C,2011-04-17,2900 BLOCK RODMAN ST,LOUISVILLE,KY,40208,BLACK,M,37,NA,NA,"(30,40]",Apr 2011,2011,2011
80-16-104147,NARCOTICS,"RIFLE, SEMI-AUTOMATIC",SMITH & WESSON,NA,22C,2016-12-06,9200 BLOCK GLOVER LN,ROLLING_HILLS,KY,40242,BLACK,M,18,NA,NA,"(10,20]",Dec 2016,2016,2016
80-16-104147,NARCOTICS,"RIFLE, SEMI-AUTOMATIC",SMITH & WESSON,NA,22C,2016-12-06,9200 BLOCK GLOVER LN,ROLLING_HILLS,KY,40242,BLACK,M,18,NA,NA,"(10,20]",Dec 2016,2016,2016
80-16-104147,NARCOTICS,"RIFLE, SEMI-AUTOMATIC",SMITH & WESSON,NA,22C,2016-12-06,9200 BLOCK GLOVER LN,ROLLING_HILLS,KY,40242,BLACK,M,18,NA,NA,"(10,20]",Dec 2016,2016,2016
80-16-104147,NARCOTICS,"RIFLE, SEMI-AUTOMATIC",SMITH & WESSON,NA,22C,2016-12-06,9200 BLOCK GLOVER LN,ROLLING_HILLS,KY,40242,BLACK,M,18,NA,NA,"(10,20]",Dec 2016,2016,2016
80-11-097257,WPNS LAW VIOLATION,"PISTOL, REVOLVER",FIREARMS INTERN,REGENT,22C,2011-11-30,1700 BLOCK S 25TH ST,LOUISVILLE,KY,40210,BLACK,M,58,NA,NA,"(50,60]",Nov 2011,2011,2011
80-13-063306,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",LORCIN ENGINEER,L-380,380C,2013-08-22,1000 BLOCK W WHITNEY AVE,LOUISVILLE,KY,40215,WHITE,F,50,NA,NA,"(40,50]",Aug 2013,2013,2013
80-13-047193,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,NA,380C,2013-06-26,1600 BLOCK CYPRESS ST,LOUISVILLE,KY,40210,BLACK,M,16,NA,NA,"(10,20]",Jun 2013,2013,2013
80-11-000424,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",RUGER,HANDGUNS: P SER,9MM,2011-01-06,700 BLOCK MCCAWLEY RD,LOUISVILLE,KY,40219,HISPANIC,M,25,NA,NA,"(20,30]",Jan 2011,2011,2011
80-10-029910,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",FEMARU,PA-63,9MM,2010-04-24,S 35TH ST / W BROADWAY,LOUISVILLE,KY,40211,BLACK,M,24,NA,NA,"(20,30]",Apr 2010,2010,2010
80-15-106145,WPNS LAW VIOLATION,"PISTOL, DERRINGER",COBRA ENTERPRISES INC,DERRINGER,380C,2015-12-29,3700 BLOCK KAHLERT AVE,LOUISVILLE,KY,40215,BLACK,M,17,NA,NA,"(10,20]",Dec 2015,2015,2015
80-15-012793,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNATIONAL,PT140 G2,40C,2015-02-19,I265S AT PRESTON HWY,LOUISVILLE,KY,40229,WHITE,M,21,NA,NA,"(20,30]",Feb 2015,2015,2015
80-15-012793,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNATIONAL,PT140 G2,40C,2015-02-19,I265S AT PRESTON HWY,LOUISVILLE,KY,40229,WHITE,M,21,NA,NA,"(20,30]",Feb 2015,2015,2015
80-10-022179,ACCIDENTAL SHOOTING,"PISTOL, SEMI-AUTOMATIC",RAVEN ARMS,P-25,25C,2010-03-29,4000 BLOCK SHADY VILLA DR,LOUISVILLE,KY,40219,WHITE,M,14,NA,NA,"(10,20]",Mar 2010,2010,2010
80-15-100569,WPNS LAW VIOLATION,NULL,NA,NA,NA,2015-12-10,S 11TH ST / MAGAZINE ST,LOUISVILLE,KY,40203,BLACK,M,23,NA,NA,"(20,30]",Dec 2015,2015,2015
80-12-013947,SIMPLE ASSAULT,"PISTOL, SEMI-AUTOMATIC",HIPOINT,NA,45C,2012-02-21,1400 BLOCK S 2ND ST,LOUISVILLE,KY,40208,BLACK,M,20,NA,NA,"(10,20]",Feb 2012,2012,2012
