CodesAndRegsPermitsID,PermitNumber,Contractor,Description,Category,CategoryName,WorkType,Permittype,Zoning,SquareFeet,PermitFee,ProjectCosts,Address,City,State,ZipCode,CouncilDistrict,IssueDate,Latitude,Longitude
13112,341127,LEO THIENEMAN CO INC,,2,Residential,New,Building Permit,R4,7389,554,400000,615 HATHERLEIGH LN,HURSTBOURNE         ,KY,40222,18,9/11/2012 15:18,38.239681,-85.587196
13113,353154,MINYARD ELECTRIC LLC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,75,617 ERVAY AVE,LOUISVILLE          ,KY,40217,15,2/6/2013 7:53,38.211236,-85.745803
13114,359995,KEITH BAKER ELECTRIC LLC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,UN,0,50,250,627 E KENTUCKY ST,LOUISVILLE          ,KY,40203,4,4/23/2013 7:40,38.237492,-85.7435
13115,356848,MCMILLAN LANDSCAPING CO INC,,1,Commercial,"LT 3000 SqFt, LT 35 Ft Height",Wrecking Permit,OR2,800,50,1,627 S SHELBY ST,LOUISVILLE          ,KY,40202,4,4/29/2013 11:51,38.245987,-85.739085
13116,359477,RUEFF SIGN COMPANY INC,,1,Commercial,On Premises Sign,Sign Permit,(C3),8,50,1500,640 S 4TH ST,LOUISVILLE          ,KY,40202,4,4/24/2013 10:39,38.2475276,-85.7582707
13117,355056,FIREPLACE DISTRIBUTORS,,2,Residential,HVAC MANUFACTURED FIREPLACE,HVAC Permit,R4,0,35,1000,3 EAST MILL PL,LOUISVILLE          ,KY,40222,16,2/27/2013 15:59,38.310999,-85.641145
13118,13HV8108,M R HEATING & A/C,,2,Residential,Replacement,HVAC Permit,R5A,0,75,1200,217 S EWING AVE,LOUISVILLE          ,KY,40206,9,12/4/2013 9:39,38.251731,-85.698961
13119,337238,ACCU-TEMP HEATING & AIR CONDIT,,3,Multi-Family,New,HVAC Permit,OR2,0,75,26538,954 S FLOYD ST,LOUISVILLE          ,KY,40203,4,8/3/2012 8:18,38.23877,-85.751221
13120,337238,ACCU-TEMP HEATING & AIR CONDIT,,3,Multi-Family,New,HVAC Permit,OR2,0,75,26538,954 S FLOYD ST,LOUISVILLE          ,KY,40203,4,8/3/2012 8:18,38.23877,-85.751221
13121,335771,CRISIS MANAGEMENT LLC,,3,Multi-Family,Renovation - Alter - Repair,Building Permit,OR2,3008,225,63003,954 S FLOYD ST,LOUISVILLE          ,KY,40203,4,7/30/2012 15:30,38.23877,-85.751221
13122,349460,OCHSNER CO LLC,,3,Multi-Family,New,HVAC Permit,TNZD,0,25,3500,1221 S 3RD ST,LOUISVILLE          ,KY,40203,6,1/16/2013 8:01,38.234034,-85.758292
13123,349460,OCHSNER CO LLC,,3,Multi-Family,New,HVAC Permit,TNZD,0,75,3500,1221 S 3RD ST,LOUISVILLE          ,KY,40203,6,1/16/2013 8:01,38.234034,-85.758292
13124,328115,FUSION ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,TNZD,0,35,4000,1453 ST JAMES CT,LOUISVILLE          ,KY,40208,6,5/6/2012 21:11,38.227337,-85.762863
13125,328115,FUSION ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,TNZD,0,35,4000,1453 ST JAMES CT,LOUISVILLE          ,KY,40208,6,5/6/2012 21:11,38.227337,-85.762863
13126,328115,FUSION ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,TNZD,0,50,4000,1453 ST JAMES CT,LOUISVILLE          ,KY,40208,6,5/6/2012 21:11,38.227337,-85.762863
13127,328115,FUSION ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,TNZD,0,50,4000,1453 ST JAMES CT,LOUISVILLE          ,KY,40208,6,5/6/2012 21:11,38.227337,-85.762863
13128,HV938929,M R HEATING & A/C,,2,Residential,Replacement,HVAC Permit,R5,0,105,3600,426 N 38TH ST,LOUISVILLE          ,KY,40212,5,4/24/2015 9:01,38.270543,-85.811112
13129,349147,RICK ALLGEIER ASSOC INC,,2,Residential,New,HVAC Permit,TNZD,0,75,2400,1428 S FLOYD ST,LOUISVILLE          ,KY,40208,6,12/12/2012 8:01,38.227127,-85.753224
13130,360584,DAN CLARK,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,TNZD,0,50,1000,1430 S FLOYD ST,LOUISVILLE          ,KY,40208,6,4/29/2013 14:24,38.227051,-85.753242
13131,333237,RICK ALLGEIER ASSOC INC,,2,Residential,New,HVAC Permit,(C2),0,75,3000,953 BAXTER AVE,LOUISVILLE          ,KY,40204,8,6/26/2012 7:59,38.241089,-85.72496
13132,357728,"ROBBINS HEATING & A/C CO., INC.",,2,Residential,New,HVAC Permit,R4,0,75,1212,707 BRENDON HILLS PL,LOUISVILLE          ,KY,40245,19,4/1/2013 11:07,38.227236,-85.486857
13133,100460,MIDLAND ELECTRIC,,1,Commercial,Temporary Service Pole,Electrical Permit,(CM),0,40,40,716 W BROADWAY ,LOUISVILLE          ,KY,40202,6,1/23/2006 14:02,38.246147,-85.764409
13134,147744,MIDLAND ELECTRIC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,(CM),2790,3,20000,716 W BROADWAY ,LOUISVILLE          ,KY,40202,6,2/15/2007 9:35,38.246147,-85.764409
13135,147744,MIDLAND ELECTRIC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,(CM),2790,120,20000,716 W BROADWAY ,LOUISVILLE          ,KY,40202,6,2/15/2007 9:35,38.246147,-85.764409
13136,147744,MIDLAND ELECTRIC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,(CM),2790,40,20000,716 W BROADWAY ,LOUISVILLE          ,KY,40202,6,2/15/2007 9:35,38.246147,-85.764409
13137,45883,JENNEWEIN ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,(CM),0,40,500,716 W BROADWAY ,LOUISVILLE          ,KY,40202,6,11/18/2004 15:00,38.246147,-85.764409
13138,45883,JENNEWEIN ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,(CM),0,30,500,716 W BROADWAY ,LOUISVILLE          ,KY,40202,6,11/18/2004 15:00,38.246147,-85.764409
13139,362585,KENTUCKIANA POWER LLC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R6,0,50,1000,719 E ST CATHERINE ST,LOUISVILLE          ,KY,40203,4,5/17/2013 13:08,38.235112,-85.742273
13140,358768,KESCO CONSTRUCTION COMPANY INC,,2,Residential,New,Building Permit,UN,1376,103,114456,739 S JACKSON ST,LOUISVILLE          ,KY,40203,4,4/30/2014 14:57,38.2430243,-85.7459425
13141,WR919703,O'ROURKE WRECKING CO,,2,Residential,"LT 3000 SqFt, LT 35 Ft Height",Wrecking Permit,R6,1044,60,0,739 S 23RD ST,LOUISVILLE          ,KY,40211,6,12/2/2014 12:23,38.247768,-85.789688
13142,13WR1302,O'ROURKE WRECKING CO,,2,Residential,"LTEQ 1500 SqFt, LTEQ 25 Ft, 1",Wrecking Permit,R6,880,50,1,745 S 23RD ST,LOUISVILLE          ,KY,40211,6,3/13/2014 11:27,38.24762,-85.789864
13143,HV924272,AUTOMATIC AIR CORP,,2,Residential,Replacement,HVAC Permit,OR3,0,75,500,816 RUBEL AVE,LOUISVILLE          ,KY,40204,4,11/21/2014 11:33,38.2425341,-85.7283771
13144,14WR1037,O'ROURKE WRECKING CO,,2,Residential,"LTEQ 1500 SqFt, LTEQ 25 Ft, 1",Wrecking Permit,R6,1088,60,0,822 S 22ND ST,LOUISVILLE          ,KY,40211,6,3/21/2014 12:35,38.246398,-85.789153
13145,14BL2384,KEN THIENEMAN BUILDER INC,,1,Commercial,Renovation - Alter - Repair,Building Permit,C2,1050,136,20000,833 VALLEY COLLEGE DR,LOUISVILLE          ,KY,40272,25,7/2/2014 15:40,38.1170474,-85.8454969
13146,363323,ANDREW D ERNSPIKER JR BLDG,,2,Residential,New,Building Permit,R5,1590,119,55000,835 FOUNTAIN AVE,LOUISVILLE          ,KY,40222,7,5/22/2013 16:25,38.265196,-85.61904
13147,55644,KLINK & SON ELECTRIC INC,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,C1,0,360,10000,900 AUDUBON PKY,AUDUBON PARK        ,KY,40213,10,2/25/2005 10:01,38.2027297,-85.7346369
13148,55644,KLINK & SON ELECTRIC INC,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,C1,0,40,10000,900 AUDUBON PKY,AUDUBON PARK        ,KY,40213,10,2/25/2005 10:01,38.2027297,-85.7346369
13149,55644,KLINK & SON ELECTRIC INC,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,C1,0,30,10000,900 AUDUBON PKY,AUDUBON PARK        ,KY,40213,10,2/25/2005 10:01,38.2027297,-85.7346369
13150,358692,BRYANT HEATING & AC,,2,Residential,New,HVAC Permit,R4,0,75,1000,902 OXMOOR WOODS PKY,HURSTBOURNE         ,KY,40222,18,4/18/2013 15:03,38.237783,-85.600401
13151,13EL4099,WALLACE ELECTRIC INC,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,R3,0,50,500,908 AUDUBON PKY,AUDUBON PARK        ,KY,40213,10,8/21/2013 13:10,38.202923,-85.733608
13152,358107,SIMPLEX GRINNELL LP,,1,Commercial,Modify,Fire Detection Permit,C2,20000,150,12500,909 E BROADWAY ,LOUISVILLE          ,KY,40204,4,4/5/2013 9:43,38.2446934,-85.7369242
13153,13BL5031,"MICHAEL R EFFINGER, LLC",,2,Residential,New,Building Permit,R5A,2325,174,100000,905 S ENGLISH STATION RD,LOUISVILLE          ,KY,40299,20,10/14/2013 11:03,38.22539,-85.494603
13154,13BL5031,"MICHAEL R EFFINGER, LLC",,2,Residential,New,Building Permit,R5A,2325,500,100000,905 S ENGLISH STATION RD,LOUISVILLE          ,KY,40299,20,10/14/2013 11:03,38.22539,-85.494603
13155,13BL5031,"MICHAEL R EFFINGER, LLC",,2,Residential,New,Building Permit,R5A,2325,35,100000,905 S ENGLISH STATION RD,LOUISVILLE          ,KY,40299,20,10/14/2013 11:03,38.22539,-85.494603
13156,13HV7897,RONNIE WALLACE HTG AC SERV,,2,Residential,Replacement,HVAC Permit,R6,0,75,1025,929 E ST CATHERINE ST,LOUISVILLE          ,KY,40204,4,11/26/2013 11:22,38.235321,-85.7379799
13157,EL938921,L N F ELECTRIC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R4,0,50,8000,1403 SOUTH PARK RD,LOUISVILLE          ,KY,40118,13,4/24/2015 8:01,38.115079,-85.7331169
13158,353119,SEGARS ELECTRIC,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,R7,0,25,200,1100 BARRET AVE,LOUISVILLE          ,KY,40204,8,2/4/2013 15:33,38.2345836,-85.726973
13159,353119,SEGARS ELECTRIC,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,200,1100 BARRET AVE,LOUISVILLE          ,KY,40204,8,2/4/2013 15:33,38.2345836,-85.726973
13160,SI937688,RUEFF SIGN COMPANY INC,,1,Commercial,On Premises Sign,Sign Permit,R8A,0,50,1000,1014 S JACKSON ST,LOUISVILLE          ,KY,40203,4,4/13/2015 11:17,38.2372323,-85.7469803
13161,356262,KELLEY CONSTRUCTION INC,,1,Commercial,Addition,Building Permit,C2,4355,566,300000,815 BLANKENBAKER PKY,MIDDLETOWN          ,KY,40243,20,6/12/2013 13:01,38.229163,-85.541147
13162,BL930008,KM STEMLER CO INC,,1,Commercial,New,Building Permit,(CM),568,62,15000,410 E WITHERSPOON ST,LOUISVILLE          ,KY,40202,4,2/2/2015 14:58,38.2576995,-85.7475422
13163,BL929935,KM STEMLER CO INC,,1,Commercial,New,Building Permit,(CM),314,50,98000,410 E WITHERSPOON ST,LOUISVILLE          ,KY,40202,4,1/20/2015 16:10,38.2576995,-85.7475422
13164,BL930008,K M STEMLER COMPANY INC,,1,Commercial,New,Building Permit,(CM),568,62,15000,410 E WITHERSPOON ST,LOUISVILLE          ,KY,40202,4,2/2/2015 14:58,38.2576995,-85.7475422
13165,BL929935,K M STEMLER COMPANY INC,,1,Commercial,New,Building Permit,(CM),314,50,98000,410 E WITHERSPOON ST,LOUISVILLE          ,KY,40202,4,1/20/2015 16:10,38.2576995,-85.7475422
13166,13BL1723,DESIGN HOMES OF LOUISVILLE INC,,2,Residential,Addition,Building Permit,R5,50,50,12000,801 SMITH VIEW CT,LOUISVILLE          ,KY,40214,13,7/9/2013 10:03,38.138762,-85.776428
13167,13EL3254,"SPELCO, INC",,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,1500,801 SMITH VIEW CT,LOUISVILLE          ,KY,40214,13,7/29/2013 10:16,38.138762,-85.776428
13168,331456,BCS CONSTRUCTION LLC,,3,Multi-Family,Addition,Building Permit,R4,328,24,30000,903 BLANKENBAKER PKY,MIDDLETOWN          ,KY,40243,20,6/11/2012 15:29,38.2285827,-85.5414766
13169,331456,BCS CONSTRUCTION LLC,,3,Multi-Family,Addition,Building Permit,R4,328,25,30000,903 BLANKENBAKER PKY,MIDDLETOWN          ,KY,40243,20,6/11/2012 15:29,38.2285827,-85.5414766
13170,331456,BCS CONSTRUCTION LLC,,3,Multi-Family,Addition,Building Permit,R4,328,35,30000,903 BLANKENBAKER PKY,MIDDLETOWN          ,KY,40243,20,6/11/2012 15:29,38.2285827,-85.5414766
13171,EL916695,Carl C WINDHORST,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,TNZD,0,25,325,1229 S 1ST ST,LOUISVILLE          ,KY,40203,6,9/18/2014 9:45,38.233427,-85.755078
13172,EL916695,Carl C WINDHORST,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,TNZD,0,50,325,1229 S 1ST ST,LOUISVILLE          ,KY,40203,6,9/18/2014 9:45,38.233427,-85.755078
13173,13BL4578,"M W B CREATIONS, LLC",,2,Residential,Addition,Building Permit,R4,33,50,7000,900 FLAT ROCK RD,LOUISVILLE          ,KY,40245,19,8/12/2013 10:02,38.249623,-85.4421459
13174,EL938939,DCB CONSTRUCTION,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R6,0,50,100,936 SAMUEL ST,LOUISVILLE          ,KY,40204,10,4/24/2015 9:28,38.2300479,-85.738333
13175,13EL7769,EXPIRED LANHAM'S,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R6,0,50,1100,936 SAMUEL ST,LOUISVILLE          ,KY,40204,10,12/11/2013 14:05,38.2300479,-85.738333
13176,13EL7769,EXPIRED LANHAM'S,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R6,0,35,1100,936 SAMUEL ST,LOUISVILLE          ,KY,40204,10,12/11/2013 14:05,38.2300479,-85.738333
13177,14EL5413,ENLIGHT ELECTRIC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,EZ1,0,35,10000,939 E JEFFERSON ST,LOUISVILLE          ,KY,40206,4,5/22/2014 8:23,38.251789,-85.734557
13178,14EL5413,ENLIGHT ELECTRIC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,EZ1,0,50,10000,939 E JEFFERSON ST,LOUISVILLE          ,KY,40206,4,5/22/2014 8:23,38.251789,-85.734557
13179,14EL5413,ENLIGHT ELECTRIC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,EZ1,0,35,10000,939 E JEFFERSON ST,LOUISVILLE          ,KY,40206,4,5/22/2014 8:23,38.251789,-85.734557
13180,HV928876,A & I HEATING & AIR,,2,Residential,Replacement,HVAC Permit,R6,0,75,4725,957 SCHILLER AVE,LOUISVILLE          ,KY,40204,4,1/8/2015 10:16,38.237501,-85.7327959
13181,SI928721,COMMONWEALTH SIGN CO INC,,1,Commercial,On Premises Sign,Sign Permit,EZ1,0,578,6000,990 W ORMSBY AVE,LOUISVILLE          ,KY,40210,6,1/7/2015 10:13,38.2336561,-85.7705951
13182,342959,C & L HEATING AC INC,,3,Multi-Family,New,HVAC Permit,R7,0,75,485,1000 GLENRIDGE DR,LYNDON              ,KY,40242,18,10/1/2012 12:25,38.262371,-85.593529
13183,363062,C & L HEATING AC INC,,3,Multi-Family,New,HVAC Permit,R7,0,75,1200,1000 GLENRIDGE DR,LYNDON              ,KY,40242,18,5/22/2013 11:32,38.262371,-85.593529
13184,363102,C & L HEATING AC INC,,3,Multi-Family,New,HVAC Permit,R7,0,75,600,1000 GLENRIDGE DR,LYNDON              ,KY,40242,18,5/22/2013 11:32,38.262371,-85.593529
13185,363123,C & L HEATING AC INC,,3,Multi-Family,New,HVAC Permit,R7,0,75,600,1000 GLENRIDGE DR,LYNDON              ,KY,40242,18,5/22/2013 11:23,38.262371,-85.593529
13186,362631,KLM MECHANICAL SERVICES INC,,3,Multi-Family,New,HVAC Permit,R7,0,75,550,1000 GLENRIDGE DR,LYNDON              ,KY,40242,18,5/20/2013 7:26,38.262371,-85.593529
13187,363105,C & L HEATING AC INC,,3,Multi-Family,New,HVAC Permit,R7,0,75,600,1000 GLENRIDGE DR,LYNDON              ,KY,40242,18,5/22/2013 11:32,38.262371,-85.593529
13188,363088,C & L HEATING AC INC,,3,Multi-Family,New,HVAC Permit,R7,0,75,600,1000 GLENRIDGE DR,LYNDON              ,KY,40242,18,5/22/2013 11:44,38.262371,-85.593529
13189,362322,C & L HEATING AC INC,,3,Multi-Family,New,HVAC Permit,R7,0,75,1200,1000 GLENRIDGE DR,LYNDON              ,KY,40242,18,5/16/2013 14:44,38.262371,-85.593529
13190,13SI1030,DERBY CITY SIGN & ELECTRIC INC,,1,Commercial,On Premises Sign,Sign Permit,(C2),0,112,11000,1004 BARDSTOWN RD,LOUISVILLE          ,KY,40204,8,6/19/2013 16:08,38.2396987,-85.7235939
13191,362183,KUHNS GROUP INC,,1,Commercial,Renovation - Alter - Repair,Building Permit,(C2),3450,225,80000,1004 BARDSTOWN RD,LOUISVILLE          ,KY,40204,8,6/12/2013 10:41,38.2396987,-85.7235939
13192,13RH1009,KUHNS GROUP INC,,1,Commercial,Suppressed,Range Hood Permit,(C2),0,150,4000,1004 BARDSTOWN RD,LOUISVILLE          ,KY,40204,8,1/4/2014 19:44,38.2396987,-85.7235939
13193,14HV9823,FROELICH CO HEATING & A/C,,3,Multi-Family,Replacement,HVAC Permit,R7,0,75,75,1005 W JEFFERSON ST,LOUISVILLE          ,KY,40203,4,9/25/2014 20:10,38.254967,-85.7671882
13194,EL943788,INDEPENDENT ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R4,0,50,1200,1007 CHESHAM RD,WINDY HILLS         ,KY,40207,7,6/9/2015 9:00,38.266006,-85.628963
13195,13EL3929,Carl C WINDHORST,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5B,0,50,200,1014 EVERETT AVE,LOUISVILLE          ,KY,40204,8,8/16/2013 10:58,38.241177,-85.721146
13196,346164,UNIVERSAL INSTALLATIONS INC,,2,Residential,New,HVAC Permit,R5B,0,75,3600,1014 EVERETT AVE,LOUISVILLE          ,KY,40204,8,11/2/2012 12:45,38.241177,-85.721146
13197,HV933576,KLM MECHANICAL SERVICES INC,,3,Multi-Family,Replacement,HVAC Permit,R7,0,800,90000,1019 EVERETT AVE,LOUISVILLE          ,KY,40204,8,2/27/2015 14:40,38.241739,-85.720169
13198,346309,BLACKBURN & DAVIS INC,,3,Multi-Family,New,HVAC Permit,R7,0,75,33000,1028 CHEROKEE RD,LOUISVILLE          ,KY,40204,8,11/6/2012 7:59,38.2403906,-85.7217731
13199,357764,KLM MECHANICAL SERVICES INC,,3,Multi-Family,New,HVAC Permit,R7,0,75,10000,1028 CHEROKEE RD,LOUISVILLE          ,KY,40204,8,4/2/2013 7:58,38.2403906,-85.7217731
13200,352660,Raymond Ray Tapp Electric,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,200,600,1049 CHEROKEE RD,LOUISVILLE          ,KY,40204,8,1/29/2013 12:07,38.240139,-85.72049
13201,352660,Raymond Ray Tapp Electric,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,600,1049 CHEROKEE RD,LOUISVILLE          ,KY,40204,8,1/29/2013 12:07,38.240139,-85.72049
13202,352660,Raymond Ray Tapp Electric,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,500,600,1049 CHEROKEE RD,LOUISVILLE          ,KY,40204,8,1/29/2013 12:07,38.240139,-85.72049
13203,BL928179,Phil FACKLER HOMES - PHIL FACKLER,,2,Residential,Renovation - Alter - Repair,Building Permit,R6,1685,126,101000,1064 HIGHLAND AVE,LOUISVILLE          ,KY,40204,4,1/6/2015 20:20,38.236758,-85.733884
13204,BL928179,Phil FACKLER HOMES - PHIL FACKLER,,2,Residential,Renovation - Alter - Repair,Building Permit,R6,1685,126,101000,1064 HIGHLAND AVE,LOUISVILLE          ,KY,40204,4,1/6/2015 20:20,38.236758,-85.733884
13205,BL915693,HOWELL CONSTRUCTION,,5,Other,Miscellaneous,Building Permit,R5B,625,68,20000,1067 CHEROKEE RD,LOUISVILLE          ,KY,40204,8,9/9/2014 12:27,38.239833,-85.719939
13206,14BL1857,STONEHENGE CONSTRUCTION LLC,,5,Other,Addition,Building Permit,R4,1590,119,100000,1101 TUCKER STATION RD,MIDDLETOWN          ,KY,40299,20,4/24/2014 11:18,38.22639,-85.527877
13207,13EL5215,JENKINS ELECTRIC COMPANY LLC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,TNZD,0,25,1000,1103 S 2ND ST,LOUISVILLE          ,KY,40203,6,9/23/2013 12:18,38.2369031,-85.7565982
13208,13EL5215,JENKINS ELECTRIC COMPANY LLC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,TNZD,0,50,1000,1103 S 2ND ST,LOUISVILLE          ,KY,40203,6,9/23/2013 12:18,38.2369031,-85.7565982
13209,13HV6836,BECHT HEATING COOLING INC,,2,Residential,Replacement,HVAC Permit,R4,0,75,10000,1105 WINDSONG WAY,WINDY HILLS         ,KY,40207,7,10/29/2013 9:44,38.268657,-85.640726
13210,14MR1032,HUNTER REFRIGERATION,,1,Commercial,Replacement,Mechanical Refrigeration,R7,0,80,28600,1107 S 17TH ST,LOUISVILLE          ,KY,40210,6,7/2/2014 13:00,38.2389419,-85.7835922
13211,BL931176,JEROME SMYSER,,3,Multi-Family,Renovation - Alter - Repair,Building Permit,R6,1600,208,25000,1108 WELLINGTON PL,WINDY HILLS         ,KY,40207,7,1/30/2015 14:14,38.2708249,-85.6452061
13212,14HV1582,LITSEY HEATING COOLING,,2,Residential,Replacement,HVAC Permit,R5,0,75,300,1109 CARLISLE AVE,LOUISVILLE          ,KY,40215,15,1/21/2014 15:16,38.194565,-85.780259
13213,14HV7198,AIR SOLUTIONS HEATING & AC,,2,Residential,Replacement,HVAC Permit,R6,0,75,2300,1114 PLATO TER,LOUISVILLE          ,KY,40211,5,6/26/2014 14:08,38.241968,-85.829238
13214,14EL5978,KEITH BAKER ELECTRIC LLC,,2,Residential,Emergency Repair,Electrical Permit,R5,0,50,1000,1125 CECIL AVE,LOUISVILLE          ,KY,40211,1,6/9/2014 9:14,38.24094,-85.821305
13215,SI937692,RUEFF SIGN COMPANY INC,,1,Commercial,On Premises Sign,Sign Permit,R7,0,50,500,1157 S 17TH ST,LOUISVILLE          ,KY,40210,6,4/13/2015 11:17,38.2379833,-85.7837468
13216,EL932966,ELITE ELECTRICAL CONTRACTORS I,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,EZ1,0,50,12500,1001 INDUSTRIAL BLVD,LOUISVILLE          ,KY,40219,21,2/20/2015 9:49,38.153278,-85.707379
13217,EL932966,ELITE ELECTRICAL CONTRACTOR,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,EZ1,0,50,12500,1001 INDUSTRIAL BLVD,LOUISVILLE          ,KY,40219,21,2/20/2015 9:49,38.153278,-85.707379
13218,14HV5989,AUTOMATIC AIR CORP,,2,Residential,Replacement,HVAC Permit,R6,0,75,500,1200 WELLINGTON PL,WINDY HILLS         ,KY,40207,7,6/4/2014 10:08,38.271268,-85.6453521
13219,350974,DECKER HEATING AC,,2,Residential,New,HVAC Permit,R5,0,75,3000,1406 BRAXTON CT,LOUISVILLE          ,KY,40118,13,1/10/2013 7:59,38.1222686,-85.7403728
13220,FD941335,NORTHSIDE SECURITY INC,,3,Multi-Family,New,Fire Detection Permit,UN,6994,150,1,525 ROSELANE ST,LOUISVILLE          ,KY,40203,4,5/27/2015 11:12,38.2422766,-85.74196
13221,358746,KESCO CONSTRUCTION COMPANY INC,,3,Multi-Family,New,Building Permit,UN,6994,909,566514,525 ROSELANE ST,LOUISVILLE          ,KY,40203,4,4/30/2014 14:57,38.2422766,-85.74196
13222,13FS1110,LANDMARK SPRINKLER INC,,3,Multi-Family,Single System New Construction,Fire Suppression Permit,UN,6994,150,7700,525 ROSELANE ST,LOUISVILLE          ,KY,40203,4,3/25/2014 13:22,38.2422766,-85.74196
13223,13FS1110,LANDMARK SPRINKLER INC,,3,Multi-Family,Single System New Construction,Fire Suppression Permit,UN,6994,150,7700,525 ROSELANE ST,LOUISVILLE          ,KY,40203,4,3/25/2014 13:22,38.2422766,-85.74196
13224,351022,MIDDLETOWN HVAC HEATING,,2,Residential,New,HVAC Permit,R5A,0,75,4029,1204 PRICKLY PEAR CT,MIDDLETOWN          ,KY,40243,20,1/11/2013 8:04,38.2258144,-85.5297247
13225,334734,ALBERT E FIORINI,,2,Residential,New,HVAC Permit,R5A,0,75,5485,1204 TWIN WILLOWS LN,LOUISVILLE          ,KY,40214,25,7/10/2012 14:23,38.13818,-85.782295
13226,355223,POOLS PLUS INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R4,0,35,1500,1208 BLUE VALE WAY,LYNDON              ,KY,40222,7,3/1/2013 9:55,38.2656459,-85.596613
13227,355223,POOLS PLUS INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R4,0,50,1500,1208 BLUE VALE WAY,LYNDON              ,KY,40222,7,3/1/2013 9:55,38.2656459,-85.596613
13228,355219,POOLS PLUS INC,,2,Residential,Addition,Building Permit,R4,549,60,43691,1208 BLUE VALE WAY,LYNDON              ,KY,40222,7,3/1/2013 9:54,38.2656459,-85.596613
13229,14EL7508,B G ELECTRIC COMPANY,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,100,1208 BROOKLINE AVE,LOUISVILLE          ,KY,40215,21,7/24/2014 11:09,38.1748199,-85.78121
13230,13EL2252,DAN CLARK,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,TNZD,0,50,600,1213 GARVIN PL,LOUISVILLE          ,KY,40203,6,7/1/2013 14:23,38.234633,-85.761771
13231,14EL2357,TERRY'S ELECTRIC CO,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R4,0,50,500,1217 FLAT ROCK RD,LOUISVILLE          ,KY,40245,19,2/18/2014 10:14,38.256231,-85.429323
13232,346953,DUNCAN-PLATT HEATING,,2,Residential,New,HVAC Permit,R5,0,75,5000,1221 BELMAR DR,LOUISVILLE          ,KY,40213,10,2/15/2013 7:58,38.195622,-85.728146
13233,13HV3418,BLACKBURN & DAVIS INC,,2,Residential,Replacement,HVAC Permit,R7,0,75,4800,1221 NAVAJO CT,INDIAN HILLS        ,KY,40207,7,7/22/2013 14:15,38.2728999,-85.650865
13234,14EL6220,CARDINAL ELECTRIC SERVICE INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,500,1224 LARUE AVE,LOUISVILLE          ,KY,40213,10,6/16/2014 9:37,38.1979124,-85.7292523
13235,350874,CARDINAL ELECTRIC SERVICE INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,35,2000,1224 LARUE AVE,LOUISVILLE          ,KY,40213,10,1/7/2013 14:11,38.1979124,-85.7292523
